team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.979,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.496,0.246,0.14,0.078,0.031,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKC,0.191,0.26,0.263,0.155,0.08,0.028,0.015,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0
DEN,0.163,0.207,0.233,0.207,0.097,0.057,0.022,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.0
LAC,0.134,0.23,0.203,0.221,0.111,0.06,0.033,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.02,0.713,0.174,0.056,0.023,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP,0.008,0.022,0.058,0.124,0.211,0.183,0.162,0.141,0.065,0.02,0.005,0.001,0.0,0.0,0.0
PHO,0.007,0.024,0.06,0.109,0.204,0.2,0.185,0.12,0.061,0.023,0.006,0.001,0.0,0.0,0.0
NYK,0.001,0.071,0.18,0.264,0.21,0.12,0.092,0.056,0.005,0.001,0.0,0.0,0.0,0.0,0.0
DAL,0.001,0.005,0.021,0.05,0.098,0.168,0.174,0.189,0.167,0.094,0.029,0.004,0.0,0.0,0.0
MIL,0.0,0.127,0.385,0.219,0.143,0.071,0.039,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.0,0.052,0.156,0.213,0.215,0.161,0.133,0.059,0.011,0.0,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.007,0.035,0.075,0.139,0.213,0.204,0.232,0.078,0.015,0.002,0.0,0.0,0.0,0.0
MIA,0.0,0.005,0.039,0.077,0.112,0.191,0.232,0.263,0.07,0.011,0.0,0.0,0.0,0.0,0.0
SAC,0.0,0.005,0.017,0.047,0.104,0.163,0.2,0.19,0.153,0.104,0.014,0.003,0.0,0.0,0.0
ORL,0.0,0.004,0.031,0.093,0.153,0.212,0.228,0.202,0.063,0.009,0.005,0.0,0.0,0.0,0.0
LAL,0.0,0.001,0.002,0.004,0.045,0.059,0.104,0.153,0.253,0.289,0.075,0.014,0.001,0.0,0.0
GSW,0.0,0.0,0.003,0.005,0.019,0.074,0.097,0.166,0.24,0.29,0.096,0.009,0.001,0.0,0.0
CHI,0.0,0.0,0.0,0.003,0.005,0.019,0.057,0.122,0.473,0.234,0.077,0.01,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.0,0.001,0.012,0.043,0.219,0.428,0.248,0.048,0.001,0.0,0.0
UTA,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.008,0.026,0.089,0.361,0.416,0.096,0.0,0.0
HOU,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.009,0.03,0.088,0.376,0.405,0.089,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.007,0.073,0.248,0.439,0.226,0.005,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.054,0.227,0.683,0.028,0.001,0.0
MEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.038,0.145,0.773,0.04,0.002
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.033,0.791,0.134,0.04
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.04,0.854,0.104
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.486,0.409
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.379,0.551
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.894
