team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.96,0.036,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHI,0.022,0.506,0.237,0.135,0.054,0.028,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.017,0.288,0.277,0.179,0.108,0.075,0.044,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.001,0.06,0.155,0.185,0.197,0.15,0.139,0.085,0.026,0.001,0.001,0.0,0.0,0.0,0.0
CLE,0.0,0.046,0.119,0.167,0.176,0.195,0.141,0.115,0.028,0.011,0.0,0.002,0.0,0.0,0.0
ORL,0.0,0.024,0.072,0.086,0.132,0.165,0.222,0.201,0.062,0.028,0.007,0.001,0.0,0.0,0.0
IND,0.0,0.02,0.081,0.146,0.167,0.193,0.183,0.145,0.049,0.01,0.006,0.0,0.0,0.0,0.0
MIA,0.0,0.019,0.051,0.1,0.163,0.163,0.197,0.22,0.062,0.017,0.007,0.001,0.0,0.0,0.0
BRK,0.0,0.001,0.003,0.001,0.002,0.005,0.017,0.058,0.186,0.253,0.261,0.212,0.001,0.0,0.0
ATL,0.0,0.0,0.001,0.001,0.0,0.008,0.022,0.057,0.197,0.217,0.236,0.256,0.005,0.0,0.0
CHI,0.0,0.0,0.0,0.0,0.001,0.014,0.017,0.07,0.254,0.277,0.207,0.158,0.002,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.004,0.007,0.032,0.134,0.186,0.275,0.36,0.002,0.0,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.756,0.205,0.029
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.523,0.303
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.272,0.668
