team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.904,0.084,0.008,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.069,0.576,0.217,0.096,0.029,0.009,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYK,0.015,0.136,0.27,0.311,0.144,0.085,0.031,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0
MIL,0.01,0.15,0.333,0.259,0.165,0.054,0.021,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0
PHI,0.002,0.047,0.122,0.19,0.29,0.177,0.103,0.05,0.018,0.001,0.0,0.0,0.0,0.0,0.0
IND,0.0,0.004,0.018,0.055,0.139,0.246,0.249,0.187,0.076,0.024,0.002,0.0,0.0,0.0,0.0
ORL,0.0,0.002,0.023,0.058,0.15,0.229,0.242,0.189,0.073,0.025,0.007,0.002,0.0,0.0,0.0
MIA,0.0,0.001,0.008,0.025,0.075,0.162,0.236,0.307,0.137,0.041,0.008,0.0,0.0,0.0,0.0
CHI,0.0,0.0,0.001,0.002,0.007,0.028,0.083,0.163,0.374,0.228,0.103,0.011,0.0,0.0,0.0
ATL,0.0,0.0,0.0,0.0,0.001,0.007,0.027,0.067,0.218,0.361,0.229,0.09,0.0,0.0,0.0
BRK,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.023,0.08,0.223,0.39,0.275,0.002,0.0,0.0
TOR,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.019,0.096,0.259,0.612,0.01,0.0,0.0
CHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.63,0.264,0.1
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.207,0.41,0.379
DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.151,0.326,0.521
