team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.701,0.151,0.069,0.037,0.021,0.006,0.009,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0
BOS,0.618,0.226,0.09,0.039,0.018,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.243,0.314,0.21,0.104,0.06,0.033,0.016,0.006,0.011,0.002,0.001,0.0,0.0,0.0,0.0
NYK,0.074,0.18,0.24,0.164,0.113,0.087,0.053,0.034,0.026,0.012,0.007,0.006,0.002,0.001,0.001
GSW,0.062,0.182,0.142,0.104,0.105,0.086,0.09,0.079,0.049,0.042,0.033,0.018,0.006,0.001,0.001
PHO,0.051,0.137,0.125,0.112,0.128,0.113,0.077,0.057,0.063,0.049,0.043,0.025,0.016,0.003,0.001
DEN,0.041,0.111,0.112,0.128,0.103,0.094,0.092,0.075,0.076,0.064,0.043,0.04,0.013,0.006,0.002
MIN,0.035,0.082,0.116,0.109,0.113,0.095,0.093,0.093,0.066,0.073,0.065,0.032,0.023,0.005,0.0
MEM,0.033,0.063,0.1,0.099,0.101,0.114,0.098,0.083,0.088,0.085,0.063,0.04,0.025,0.007,0.001
DAL,0.03,0.104,0.129,0.107,0.113,0.09,0.106,0.094,0.068,0.054,0.054,0.032,0.015,0.004,0.0
IND,0.029,0.12,0.145,0.193,0.151,0.126,0.084,0.058,0.043,0.022,0.018,0.005,0.003,0.002,0.001
ORL,0.023,0.081,0.139,0.164,0.184,0.124,0.099,0.076,0.044,0.029,0.016,0.014,0.004,0.002,0.001
HOU,0.015,0.054,0.08,0.076,0.083,0.111,0.101,0.089,0.103,0.101,0.082,0.065,0.026,0.011,0.003
SAC,0.015,0.054,0.05,0.09,0.084,0.097,0.101,0.126,0.093,0.082,0.081,0.069,0.039,0.017,0.002
LAL,0.015,0.045,0.042,0.083,0.084,0.083,0.094,0.109,0.104,0.114,0.101,0.069,0.044,0.008,0.005
MIL,0.005,0.029,0.054,0.111,0.128,0.135,0.148,0.122,0.083,0.078,0.054,0.032,0.012,0.007,0.002
PHI,0.004,0.009,0.03,0.047,0.082,0.094,0.12,0.122,0.141,0.124,0.088,0.069,0.046,0.02,0.004
MIA,0.003,0.032,0.059,0.097,0.115,0.141,0.137,0.124,0.085,0.082,0.058,0.03,0.024,0.012,0.001
LAC,0.001,0.01,0.02,0.028,0.027,0.051,0.069,0.081,0.122,0.122,0.136,0.14,0.115,0.065,0.013
SAS,0.001,0.004,0.013,0.019,0.029,0.04,0.043,0.067,0.084,0.104,0.125,0.162,0.163,0.1,0.046
DET,0.001,0.0,0.005,0.015,0.028,0.051,0.061,0.1,0.121,0.109,0.134,0.141,0.115,0.086,0.033
ATL,0.0,0.005,0.012,0.03,0.042,0.068,0.105,0.096,0.118,0.142,0.116,0.106,0.076,0.062,0.022
NOP,0.0,0.003,0.002,0.008,0.005,0.016,0.015,0.029,0.055,0.066,0.11,0.168,0.243,0.197,0.083
CHI,0.0,0.002,0.01,0.015,0.037,0.058,0.071,0.084,0.124,0.12,0.119,0.123,0.11,0.091,0.036
CHO,0.0,0.001,0.003,0.006,0.016,0.024,0.035,0.072,0.061,0.084,0.131,0.151,0.156,0.158,0.102
BRK,0.0,0.001,0.002,0.01,0.022,0.039,0.055,0.063,0.078,0.112,0.117,0.114,0.151,0.135,0.101
TOR,0.0,0.0,0.001,0.002,0.003,0.01,0.007,0.025,0.048,0.057,0.098,0.126,0.154,0.215,0.254
WAS,0.0,0.0,0.0,0.003,0.001,0.004,0.007,0.017,0.017,0.027,0.043,0.083,0.147,0.209,0.442
POR,0.0,0.0,0.0,0.0,0.004,0.002,0.008,0.007,0.019,0.033,0.049,0.092,0.155,0.318,0.313
UTA,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.009,0.01,0.015,0.048,0.117,0.258,0.53
