team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.751,0.158,0.064,0.02,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.139,0.372,0.224,0.137,0.07,0.036,0.013,0.004,0.003,0.001,0.001,0.0,0.0,0.0,0.0
ORL,0.057,0.203,0.256,0.223,0.127,0.069,0.035,0.017,0.006,0.005,0.002,0.0,0.0,0.0,0.0
NYK,0.045,0.182,0.25,0.223,0.137,0.079,0.05,0.02,0.007,0.003,0.002,0.002,0.0,0.0,0.0
MIL,0.005,0.047,0.106,0.139,0.217,0.164,0.107,0.075,0.071,0.039,0.016,0.01,0.004,0.0,0.0
MIA,0.003,0.02,0.043,0.078,0.122,0.177,0.161,0.14,0.1,0.07,0.047,0.02,0.014,0.003,0.002
IND,0.0,0.015,0.036,0.095,0.143,0.169,0.159,0.126,0.088,0.076,0.043,0.027,0.015,0.007,0.001
ATL,0.0,0.002,0.008,0.042,0.076,0.103,0.137,0.148,0.135,0.107,0.111,0.069,0.042,0.019,0.001
CHI,0.0,0.001,0.007,0.014,0.032,0.068,0.089,0.123,0.135,0.135,0.119,0.112,0.089,0.062,0.014
PHI,0.0,0.0,0.004,0.017,0.03,0.062,0.109,0.117,0.151,0.132,0.15,0.102,0.078,0.041,0.007
DET,0.0,0.0,0.002,0.009,0.018,0.027,0.054,0.085,0.1,0.134,0.143,0.152,0.149,0.105,0.022
BRK,0.0,0.0,0.0,0.002,0.014,0.029,0.046,0.068,0.069,0.112,0.12,0.153,0.162,0.162,0.063
CHO,0.0,0.0,0.0,0.001,0.006,0.012,0.016,0.032,0.059,0.091,0.109,0.143,0.196,0.233,0.102
TOR,0.0,0.0,0.0,0.0,0.004,0.003,0.021,0.043,0.074,0.089,0.12,0.176,0.181,0.206,0.083
WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.006,0.017,0.034,0.07,0.162,0.705
