team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.725,0.162,0.056,0.029,0.016,0.009,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,0.057,0.141,0.16,0.125,0.112,0.098,0.1,0.059,0.048,0.042,0.03,0.019,0.006,0.002,0.001
DAL,0.045,0.127,0.142,0.106,0.12,0.091,0.098,0.074,0.053,0.055,0.043,0.031,0.012,0.003,0.0
PHO,0.044,0.154,0.135,0.139,0.097,0.109,0.086,0.063,0.064,0.041,0.034,0.023,0.009,0.002,0.0
DEN,0.04,0.113,0.118,0.114,0.116,0.096,0.093,0.076,0.079,0.054,0.034,0.036,0.022,0.006,0.003
GSW,0.04,0.103,0.112,0.124,0.113,0.101,0.097,0.094,0.073,0.059,0.038,0.03,0.011,0.004,0.001
MEM,0.016,0.043,0.066,0.077,0.101,0.109,0.106,0.106,0.109,0.093,0.079,0.045,0.034,0.013,0.003
SAC,0.014,0.062,0.071,0.089,0.099,0.096,0.09,0.098,0.098,0.102,0.076,0.056,0.033,0.012,0.004
HOU,0.01,0.052,0.064,0.077,0.091,0.083,0.094,0.11,0.104,0.108,0.084,0.066,0.036,0.011,0.01
LAL,0.007,0.03,0.04,0.067,0.063,0.092,0.082,0.121,0.117,0.098,0.101,0.082,0.057,0.034,0.009
LAC,0.002,0.009,0.025,0.031,0.039,0.058,0.076,0.092,0.104,0.112,0.153,0.123,0.107,0.051,0.018
SAS,0.0,0.003,0.007,0.013,0.017,0.03,0.046,0.061,0.066,0.109,0.128,0.186,0.151,0.124,0.059
NOP,0.0,0.001,0.004,0.009,0.012,0.022,0.023,0.036,0.06,0.091,0.114,0.167,0.234,0.167,0.06
POR,0.0,0.0,0.0,0.0,0.004,0.002,0.003,0.004,0.017,0.027,0.053,0.075,0.177,0.288,0.35
UTA,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.004,0.008,0.009,0.033,0.061,0.111,0.283,0.482
