team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.863,0.087,0.032,0.015,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,0.067,0.33,0.216,0.127,0.09,0.065,0.043,0.029,0.021,0.007,0.004,0.001,0.0,0.0,0.0
MEM,0.022,0.156,0.165,0.161,0.133,0.094,0.098,0.059,0.05,0.035,0.021,0.005,0.001,0.0,0.0
DEN,0.012,0.12,0.121,0.145,0.134,0.116,0.09,0.09,0.086,0.038,0.032,0.014,0.001,0.001,0.0
HOU,0.01,0.107,0.131,0.151,0.138,0.119,0.097,0.084,0.063,0.047,0.04,0.012,0.001,0.0,0.0
MIN,0.01,0.098,0.139,0.124,0.137,0.131,0.118,0.093,0.068,0.047,0.023,0.006,0.005,0.0,0.001
PHO,0.007,0.026,0.063,0.064,0.1,0.111,0.116,0.115,0.114,0.129,0.094,0.051,0.009,0.001,0.0
GSW,0.006,0.047,0.066,0.078,0.1,0.106,0.118,0.118,0.111,0.109,0.077,0.056,0.007,0.001,0.0
SAC,0.002,0.013,0.029,0.042,0.051,0.072,0.102,0.128,0.136,0.142,0.169,0.098,0.014,0.002,0.0
LAC,0.001,0.008,0.012,0.03,0.042,0.07,0.085,0.101,0.131,0.14,0.183,0.151,0.035,0.01,0.001
LAL,0.0,0.005,0.022,0.055,0.062,0.096,0.101,0.129,0.141,0.166,0.121,0.078,0.017,0.006,0.001
SAS,0.0,0.003,0.004,0.008,0.012,0.019,0.031,0.053,0.077,0.122,0.181,0.336,0.111,0.036,0.007
NOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.029,0.096,0.385,0.334,0.147
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.023,0.068,0.285,0.366,0.248
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.028,0.129,0.243,0.595
